keyword,keyword_group,search_intent,target_canonical_url,primary_or_secondary,reason_for_mapping,overlap_risk,recommended_action
silk chiffon crepe fabric,fabric_type,Commercial,/fabrics/silk-chiffon-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk chiffon crepe fabric online,fabric_type,Commercial,/fabrics/silk-chiffon-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk chiffon crepe for dresses,fabric_type,Commercial,/fabrics/silk-chiffon-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk chiffon crepe for overlays,fabric_type,Commercial,/fabrics/silk-chiffon-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk chiffon crepe for scarves,fabric_type,Commercial,/fabrics/silk-chiffon-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk chiffon crepe textile,fabric_type,Commercial,/fabrics/silk-chiffon-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk crepe,fabric_type,Commercial,/fabrics/silk-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk crepe de chine,fabric_type,Commercial,/fabrics/crepe-de-chine/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk crepe fabric,fabric_type,Commercial,/fabrics/silk-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk crepe fabric online,fabric_type,Commercial,/fabrics/silk-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk crepe for blouses,fabric_type,Commercial,/fabrics/silk-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk crepe for dresses,fabric_type,Commercial,/fabrics/silk-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk crepe for slip dresses,fabric_type,Commercial,/fabrics/silk-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk crepe textile,fabric_type,Commercial,/fabrics/silk-crepe/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk dupion,fabric_type,Commercial,/fabrics/silk-dupion/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk dupion fabric online,fabric_type,Commercial,/fabrics/silk-dupion/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk dupion for home textiles / interiors,fabric_type,Commercial,/fabrics/silk-dupion/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk dupion for jackets,fabric_type,Commercial,/fabrics/silk-dupion/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk dupion for occasionwear,fabric_type,Commercial,/fabrics/silk-dupion/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk dupion textile,fabric_type,Commercial,/fabrics/silk-dupion/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk faille,fabric_type,Commercial,/fabrics/silk-faille/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk faille fabric,fabric_type,Commercial,/fabrics/silk-faille/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk faille fabric online,fabric_type,Commercial,/fabrics/silk-faille/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk faille for full skirts,fabric_type,Commercial,/fabrics/silk-faille/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk faille for jackets,fabric_type,Commercial,/fabrics/silk-faille/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk faille for occasionwear,fabric_type,Commercial,/fabrics/silk-faille/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk faille textile,fabric_type,Commercial,/fabrics/silk-faille/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk fine-gauge semi-sheer knit,fabric_type,Commercial,/fabrics/fine-gauge-semi-sheer-knit/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk habotai,fabric_type,Commercial,/fabrics/silk-habotai/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk habotai fabric online,fabric_type,Commercial,/fabrics/silk-habotai/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk habotai for linings,fabric_type,Commercial,/fabrics/silk-habotai/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk habotai for scarves,fabric_type,Commercial,/fabrics/silk-habotai/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk habotai textile,fabric_type,Commercial,/fabrics/silk-habotai/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk noil,fabric_type,Commercial,/fabrics/silk-noil/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk noil fabric,fabric_type,Commercial,/fabrics/silk-noil/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk noil fabric online,fabric_type,Commercial,/fabrics/silk-noil/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk noil for blouses,fabric_type,Commercial,/fabrics/silk-noil/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk noil for dresses,fabric_type,Commercial,/fabrics/silk-noil/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk noil for resortwear,fabric_type,Commercial,/fabrics/silk-noil/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk noil textile,fabric_type,Commercial,/fabrics/silk-noil/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk organza,fabric_type,Commercial,/fabrics/silk-organza/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk organza fabric online,fabric_type,Commercial,/fabrics/silk-organza/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk organza for overlays,fabric_type,Commercial,/fabrics/silk-organza/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk organza for ruffles,fabric_type,Commercial,/fabrics/silk-organza/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk organza for volume sleeves,fabric_type,Commercial,/fabrics/silk-organza/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk organza textile,fabric_type,Commercial,/fabrics/silk-organza/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk satin,fabric_type,Commercial,/fabrics/silk-satin/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk satin fabric,fabric_type,Commercial,/fabrics/silk-satin/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk satin fabric online,fabric_type,Commercial,/fabrics/silk-satin/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk satin for dresses,fabric_type,Commercial,/fabrics/silk-satin/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk satin for linings,fabric_type,Commercial,/fabrics/silk-satin/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk satin for occasionwear,fabric_type,Commercial,/fabrics/silk-satin/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk satin textile,fabric_type,Commercial,/fabrics/silk-satin/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk silk dupion,fabric_type,Commercial,/fabrics/silk-dupion/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk silk habotai,fabric_type,Commercial,/fabrics/silk-habotai/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk silk organza,fabric_type,Commercial,/fabrics/silk-organza/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk silk taffeta,fabric_type,Commercial,/fabrics/silk-taffeta/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk taffeta,fabric_type,Commercial,/fabrics/silk-taffeta/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk taffeta fabric online,fabric_type,Commercial,/fabrics/silk-taffeta/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk taffeta for full skirts,fabric_type,Commercial,/fabrics/silk-taffeta/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk taffeta for lightweight outerwear,fabric_type,Commercial,/fabrics/silk-taffeta/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk taffeta for occasionwear,fabric_type,Commercial,/fabrics/silk-taffeta/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk taffeta textile,fabric_type,Commercial,/fabrics/silk-taffeta/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk tussar,fabric_type,Commercial,/fabrics/silk-tussar/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk tussar fabric,fabric_type,Commercial,/fabrics/silk-tussar/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk tussar fabric online,fabric_type,Commercial,/fabrics/silk-tussar/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk tussar for full skirts,fabric_type,Commercial,/fabrics/silk-tussar/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk tussar for jackets,fabric_type,Commercial,/fabrics/silk-tussar/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk tussar for occasionwear,fabric_type,Commercial,/fabrics/silk-tussar/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk tussar textile,fabric_type,Commercial,/fabrics/silk-tussar/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk twill,fabric_type,Commercial,/fabrics/silk-twill/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk twill fabric,fabric_type,Commercial,/fabrics/silk-twill/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk twill fabric online,fabric_type,Commercial,/fabrics/silk-twill/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk twill for blouses,fabric_type,Commercial,/fabrics/silk-twill/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk twill for dresses,fabric_type,Commercial,/fabrics/silk-twill/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk twill for scarves,fabric_type,Commercial,/fabrics/silk-twill/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk twill textile,fabric_type,Commercial,/fabrics/silk-twill/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk-viscose velvet,fabric_type,Commercial,/fabrics/silk-viscose-velvet/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk-viscose velvet fabric,fabric_type,Commercial,/fabrics/silk-viscose-velvet/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk-viscose velvet fabric online,fabric_type,Commercial,/fabrics/silk-viscose-velvet/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk-viscose velvet for interiors,fabric_type,Commercial,/fabrics/silk-viscose-velvet/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk-viscose velvet for occasionwear,fabric_type,Commercial,/fabrics/silk-viscose-velvet/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
silk-viscose velvet textile,fabric_type,Commercial,/fabrics/silk-viscose-velvet/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
single jersey knit mercerized cotton jersey,fabric_type,Commercial,/fabrics/mercerized-cotton-jersey/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
single jersey knit pima cotton jersey,fabric_type,Commercial,/fabrics/pima-cotton-jersey/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
single jersey knit tencel jersey,fabric_type,Commercial,/fabrics/tencel-jersey/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub cotton,fabric_type,Commercial,/fabrics/slub-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub cotton fabric online,fabric_type,Commercial,/fabrics/slub-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub cotton lawn,fabric_type,Commercial,/fabrics/slub-cotton-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub cotton lawn fabric,fabric_type,Commercial,/fabrics/slub-cotton-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub cotton lawn fabric online,fabric_type,Commercial,/fabrics/slub-cotton-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub cotton lawn for blouses,fabric_type,Commercial,/fabrics/slub-cotton-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub cotton lawn for resortwear,fabric_type,Commercial,/fabrics/slub-cotton-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub cotton lawn for shirts,fabric_type,Commercial,/fabrics/slub-cotton-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub cotton lawn textile,fabric_type,Commercial,/fabrics/slub-cotton-lawn/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub cotton textile,fabric_type,Commercial,/fabrics/slub-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub french terry,fabric_type,Commercial,/fabrics/french-terry-slub/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub french terry fabric,fabric_type,Commercial,/fabrics/french-terry-slub/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub french terry fabric online,fabric_type,Commercial,/fabrics/french-terry-slub/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub french terry for knitwear,fabric_type,Commercial,/fabrics/french-terry-slub/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub french terry for layering pieces,fabric_type,Commercial,/fabrics/french-terry-slub/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub french terry for loungewear,fabric_type,Commercial,/fabrics/french-terry-slub/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub french terry knit slub french terry,fabric_type,Commercial,/fabrics/french-terry-slub/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
slub french terry textile,fabric_type,Commercial,/fabrics/french-terry-slub/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
soft oxford cotton,fabric_type,Commercial,/fabrics/soft-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
soft oxford cotton fabric,fabric_type,Commercial,/fabrics/soft-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
soft oxford cotton fabric online,fabric_type,Commercial,/fabrics/soft-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
soft oxford cotton for loungewear,fabric_type,Commercial,/fabrics/soft-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
