url_a,url_b,cluster_a,cluster_b,similarity_level,shared_topic,shared_sections,unique_information_a,unique_information_b,canonical_a,canonical_b,recommended_action
/marketplace/linen-versus-viscose-marketplace/,/marketplace/rayon-versus-viscose-marketplace/,comparisons,comparisons,moderate_overlap,linen versus viscose marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/linen-versus-viscose-marketplace/,/marketplace/rayon-versus-viscose-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/linen-versus-silk-marketplace/,/marketplace/chiffon-versus-silk-marketplace/,comparisons,comparisons,moderate_overlap,linen versus silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/linen-versus-silk-marketplace/,/marketplace/chiffon-versus-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/chiffon-versus-silk-marketplace/,/marketplace/georgette-versus-silk-marketplace/,comparisons,comparisons,moderate_overlap,chiffon versus silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/chiffon-versus-silk-marketplace/,/marketplace/georgette-versus-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/georgette-versus-silk-marketplace/,/marketplace/crepe-versus-silk-marketplace/,comparisons,comparisons,moderate_overlap,georgette versus silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/georgette-versus-silk-marketplace/,/marketplace/crepe-versus-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/satin-versus-silk-marketplace/,/marketplace/silk-versus-velvet-marketplace/,comparisons,comparisons,moderate_overlap,satin versus silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/satin-versus-silk-marketplace/,/marketplace/silk-versus-velvet-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/silk-versus-viscose-marketplace/,/marketplace/silk-versus-velvet-marketplace/,comparisons,comparisons,moderate_overlap,silk versus viscose marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/silk-versus-viscose-marketplace/,/marketplace/silk-versus-velvet-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/linen-versus-wool-marketplace/,/marketplace/polyester-versus-wool-marketplace/,comparisons,comparisons,moderate_overlap,linen versus wool marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/linen-versus-wool-marketplace/,/marketplace/polyester-versus-wool-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/polyester-versus-wool-marketplace/,/marketplace/jersey-versus-wool-marketplace/,comparisons,comparisons,moderate_overlap,polyester versus wool marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/polyester-versus-wool-marketplace/,/marketplace/jersey-versus-wool-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/canvas-versus-wool-marketplace/,/marketplace/jersey-versus-wool-marketplace/,comparisons,comparisons,moderate_overlap,canvas versus wool marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/canvas-versus-wool-marketplace/,/marketplace/jersey-versus-wool-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/canvas-versus-denim-marketplace/,/marketplace/canvas-versus-twill-marketplace/,comparisons,comparisons,moderate_overlap,canvas versus denim marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/canvas-versus-denim-marketplace/,/marketplace/canvas-versus-twill-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/denim-versus-twill-marketplace/,/marketplace/oxford-versus-twill-marketplace/,comparisons,comparisons,moderate_overlap,denim versus twill marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/denim-versus-twill-marketplace/,/marketplace/oxford-versus-twill-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/polyester-versus-viscose-marketplace/,/marketplace/jersey-versus-polyester-marketplace/,comparisons,comparisons,moderate_overlap,polyester versus viscose marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/polyester-versus-viscose-marketplace/,/marketplace/jersey-versus-polyester-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/jersey-versus-polyester-marketplace/,/marketplace/chiffon-versus-polyester-marketplace/,comparisons,comparisons,moderate_overlap,jersey versus polyester marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/jersey-versus-polyester-marketplace/,/marketplace/chiffon-versus-polyester-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/rayon-versus-viscose-marketplace/,/marketplace/rayon-versus-silk-marketplace/,comparisons,comparisons,moderate_overlap,rayon versus viscose marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/rayon-versus-viscose-marketplace/,/marketplace/rayon-versus-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/rayon-versus-silk-marketplace/,/marketplace/crepe-versus-silk-marketplace/,comparisons,comparisons,moderate_overlap,rayon versus silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/rayon-versus-silk-marketplace/,/marketplace/crepe-versus-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/cotton-versus-rayon-marketplace/,/marketplace/cotton-versus-oxford-marketplace/,comparisons,comparisons,moderate_overlap,cotton versus rayon marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/cotton-versus-rayon-marketplace/,/marketplace/cotton-versus-oxford-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/cotton-versus-jersey-marketplace/,/marketplace/cotton-versus-velvet-marketplace/,comparisons,comparisons,moderate_overlap,cotton versus jersey marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/cotton-versus-jersey-marketplace/,/marketplace/cotton-versus-velvet-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/jersey-versus-wool-marketplace/,/marketplace/crepe-versus-wool-marketplace/,comparisons,comparisons,moderate_overlap,jersey versus wool marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/jersey-versus-wool-marketplace/,/marketplace/crepe-versus-wool-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/silk-versus-velvet-marketplace/,/marketplace/cotton-versus-velvet-marketplace/,comparisons,comparisons,moderate_overlap,silk versus velvet marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/silk-versus-velvet-marketplace/,/marketplace/cotton-versus-velvet-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/cotton-versus-velvet-marketplace/,/marketplace/cotton-versus-oxford-marketplace/,comparisons,comparisons,moderate_overlap,cotton versus velvet marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/cotton-versus-velvet-marketplace/,/marketplace/cotton-versus-oxford-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/polyester-versus-velvet-marketplace/,/marketplace/polyester-versus-satin-marketplace/,comparisons,comparisons,moderate_overlap,polyester versus velvet marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/polyester-versus-velvet-marketplace/,/marketplace/polyester-versus-satin-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/chiffon-versus-georgette-marketplace/,/marketplace/crepe-versus-georgette-marketplace/,comparisons,comparisons,moderate_overlap,chiffon versus georgette marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/chiffon-versus-georgette-marketplace/,/marketplace/crepe-versus-georgette-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/chiffon-versus-polyester-marketplace/,/marketplace/polyester-versus-satin-marketplace/,comparisons,comparisons,moderate_overlap,chiffon versus polyester marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/chiffon-versus-polyester-marketplace/,/marketplace/polyester-versus-satin-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/crepe-versus-georgette-marketplace/,/marketplace/crepe-versus-satin-marketplace/,comparisons,comparisons,moderate_overlap,crepe versus georgette marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/crepe-versus-georgette-marketplace/,/marketplace/crepe-versus-satin-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/oxford-versus-poplin-marketplace/,/marketplace/oxford-versus-twill-marketplace/,comparisons,comparisons,moderate_overlap,oxford versus poplin marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/oxford-versus-poplin-marketplace/,/marketplace/oxford-versus-twill-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/poplin-versus-twill-marketplace/,/marketplace/canvas-versus-twill-marketplace/,comparisons,comparisons,moderate_overlap,poplin versus twill marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/poplin-versus-twill-marketplace/,/marketplace/canvas-versus-twill-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/polyester-versus-satin-marketplace/,/marketplace/crepe-versus-satin-marketplace/,comparisons,comparisons,moderate_overlap,polyester versus satin marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/polyester-versus-satin-marketplace/,/marketplace/crepe-versus-satin-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/crepe-versus-satin-marketplace/,/marketplace/crepe-versus-wool-marketplace/,comparisons,comparisons,moderate_overlap,crepe versus satin marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/crepe-versus-satin-marketplace/,/marketplace/crepe-versus-wool-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/crepe-versus-silk-marketplace/,/marketplace/crepe-versus-wool-marketplace/,comparisons,comparisons,moderate_overlap,crepe versus silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/crepe-versus-silk-marketplace/,/marketplace/crepe-versus-wool-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/canvas-versus-cotton-marketplace/,/marketplace/cotton-versus-twill-marketplace/,comparisons,comparisons,moderate_overlap,canvas versus cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/canvas-versus-cotton-marketplace/,/marketplace/cotton-versus-twill-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/canvas-versus-twill-marketplace/,/marketplace/oxford-versus-twill-marketplace/,comparisons,comparisons,moderate_overlap,canvas versus twill marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/canvas-versus-twill-marketplace/,/marketplace/oxford-versus-twill-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/cotton-versus-oxford-marketplace/,/marketplace/cotton-versus-twill-marketplace/,comparisons,comparisons,moderate_overlap,cotton versus oxford marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/cotton-versus-oxford-marketplace/,/marketplace/cotton-versus-twill-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/oxford-versus-twill-marketplace/,/marketplace/cotton-versus-twill-marketplace/,comparisons,comparisons,moderate_overlap,oxford versus twill marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/oxford-versus-twill-marketplace/,/marketplace/cotton-versus-twill-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/lightweight-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,attributes,attributes,high_overlap,lightweight cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/lightweight-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/heavyweight-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,attributes,attributes,high_overlap,heavyweight cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/heavyweight-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/breathable-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,attributes,attributes,high_overlap,breathable cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/breathable-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/stretch-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,attributes,attributes,high_overlap,stretch cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/stretch-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/soft-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,attributes,attributes,high_overlap,soft cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/soft-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/durable-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,attributes,attributes,high_overlap,durable cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/durable-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/premium-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,attributes,attributes,high_overlap,premium cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/premium-cotton-marketplace/,/marketplace/structured-cotton-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/structured-cotton-marketplace/,/marketplace/performance-cotton-marketplace/,attributes,attributes,high_overlap,structured cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/structured-cotton-marketplace/,/marketplace/performance-cotton-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/flowy-cotton-marketplace/,/marketplace/performance-cotton-marketplace/,attributes,attributes,high_overlap,flowy cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/flowy-cotton-marketplace/,/marketplace/performance-cotton-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/sheer-cotton-marketplace/,/marketplace/performance-cotton-marketplace/,attributes,attributes,high_overlap,sheer cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/sheer-cotton-marketplace/,/marketplace/performance-cotton-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/opaque-cotton-marketplace/,/marketplace/performance-cotton-marketplace/,attributes,attributes,high_overlap,opaque cotton marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/opaque-cotton-marketplace/,/marketplace/performance-cotton-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/lightweight-linen-marketplace/,/marketplace/structured-linen-marketplace/,attributes,attributes,high_overlap,lightweight linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/lightweight-linen-marketplace/,/marketplace/structured-linen-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/heavyweight-linen-marketplace/,/marketplace/structured-linen-marketplace/,attributes,attributes,high_overlap,heavyweight linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/heavyweight-linen-marketplace/,/marketplace/structured-linen-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/breathable-linen-marketplace/,/marketplace/structured-linen-marketplace/,attributes,attributes,high_overlap,breathable linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/breathable-linen-marketplace/,/marketplace/structured-linen-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/stretch-linen-marketplace/,/marketplace/structured-linen-marketplace/,attributes,attributes,high_overlap,stretch linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/stretch-linen-marketplace/,/marketplace/structured-linen-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/soft-linen-marketplace/,/marketplace/structured-linen-marketplace/,attributes,attributes,high_overlap,soft linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/soft-linen-marketplace/,/marketplace/structured-linen-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/durable-linen-marketplace/,/marketplace/structured-linen-marketplace/,attributes,attributes,high_overlap,durable linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/durable-linen-marketplace/,/marketplace/structured-linen-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/premium-linen-marketplace/,/marketplace/structured-linen-marketplace/,attributes,attributes,high_overlap,premium linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/premium-linen-marketplace/,/marketplace/structured-linen-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/structured-linen-marketplace/,/marketplace/performance-linen-marketplace/,attributes,attributes,high_overlap,structured linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/structured-linen-marketplace/,/marketplace/performance-linen-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/flowy-linen-marketplace/,/marketplace/performance-linen-marketplace/,attributes,attributes,high_overlap,flowy linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/flowy-linen-marketplace/,/marketplace/performance-linen-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/sheer-linen-marketplace/,/marketplace/performance-linen-marketplace/,attributes,attributes,high_overlap,sheer linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/sheer-linen-marketplace/,/marketplace/performance-linen-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/opaque-linen-marketplace/,/marketplace/performance-linen-marketplace/,attributes,attributes,high_overlap,opaque linen marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/opaque-linen-marketplace/,/marketplace/performance-linen-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/lightweight-silk-marketplace/,/marketplace/structured-silk-marketplace/,attributes,attributes,high_overlap,lightweight silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/lightweight-silk-marketplace/,/marketplace/structured-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/heavyweight-silk-marketplace/,/marketplace/structured-silk-marketplace/,attributes,attributes,high_overlap,heavyweight silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/heavyweight-silk-marketplace/,/marketplace/structured-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/breathable-silk-marketplace/,/marketplace/structured-silk-marketplace/,attributes,attributes,high_overlap,breathable silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/breathable-silk-marketplace/,/marketplace/structured-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/stretch-silk-marketplace/,/marketplace/structured-silk-marketplace/,attributes,attributes,high_overlap,stretch silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/stretch-silk-marketplace/,/marketplace/structured-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/soft-silk-marketplace/,/marketplace/structured-silk-marketplace/,attributes,attributes,high_overlap,soft silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/soft-silk-marketplace/,/marketplace/structured-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/durable-silk-marketplace/,/marketplace/structured-silk-marketplace/,attributes,attributes,high_overlap,durable silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/durable-silk-marketplace/,/marketplace/structured-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/premium-silk-marketplace/,/marketplace/structured-silk-marketplace/,attributes,attributes,high_overlap,premium silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/premium-silk-marketplace/,/marketplace/structured-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/structured-silk-marketplace/,/marketplace/performance-silk-marketplace/,attributes,attributes,high_overlap,structured silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/structured-silk-marketplace/,/marketplace/performance-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/flowy-silk-marketplace/,/marketplace/performance-silk-marketplace/,attributes,attributes,high_overlap,flowy silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/flowy-silk-marketplace/,/marketplace/performance-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/sheer-silk-marketplace/,/marketplace/performance-silk-marketplace/,attributes,attributes,high_overlap,sheer silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/sheer-silk-marketplace/,/marketplace/performance-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/opaque-silk-marketplace/,/marketplace/performance-silk-marketplace/,attributes,attributes,high_overlap,opaque silk marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/opaque-silk-marketplace/,/marketplace/performance-silk-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/lightweight-wool-marketplace/,/marketplace/breathable-wool-marketplace/,attributes,attributes,moderate_overlap,lightweight wool marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/lightweight-wool-marketplace/,/marketplace/breathable-wool-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/heavyweight-wool-marketplace/,/marketplace/breathable-wool-marketplace/,attributes,attributes,moderate_overlap,heavyweight wool marketplace,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/heavyweight-wool-marketplace/,/marketplace/breathable-wool-marketplace/,KEEP as supporting note; parent hub owns the head term
/marketplace/shirts-fabric-under-100/,/marketplace/trousers-fabric-under-100/,weight,weight,moderate_overlap,shirts fabric under 100 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/shirts-fabric-under-100/,/marketplace/trousers-fabric-under-100/,KEEP as supporting note; parent hub owns the head term
/marketplace/shirts-fabric-100-150/,/marketplace/trousers-fabric-100-150/,weight,weight,moderate_overlap,shirts fabric 100 to 150 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/shirts-fabric-100-150/,/marketplace/trousers-fabric-100-150/,KEEP as supporting note; parent hub owns the head term
/marketplace/shirts-fabric-150-200/,/marketplace/suits-fabric-150-200/,weight,weight,moderate_overlap,shirts fabric 150 to 200 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/shirts-fabric-150-200/,/marketplace/suits-fabric-150-200/,KEEP as supporting note; parent hub owns the head term
/marketplace/shirts-fabric-200-280/,/marketplace/suits-fabric-200-280/,weight,weight,moderate_overlap,shirts fabric 200 to 280 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/shirts-fabric-200-280/,/marketplace/suits-fabric-200-280/,KEEP as supporting note; parent hub owns the head term
/marketplace/shirts-fabric-280-400/,/marketplace/coats-fabric-280-400/,weight,weight,moderate_overlap,shirts fabric 280 to 400 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/shirts-fabric-280-400/,/marketplace/coats-fabric-280-400/,KEEP as supporting note; parent hub owns the head term
/marketplace/shirts-fabric-over-400/,/marketplace/suits-fabric-over-400/,weight,weight,moderate_overlap,shirts fabric over 400 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/shirts-fabric-over-400/,/marketplace/suits-fabric-over-400/,KEEP as supporting note; parent hub owns the head term
/marketplace/dresses-fabric-under-100/,/marketplace/trousers-fabric-under-100/,weight,weight,moderate_overlap,dresses fabric under 100 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/dresses-fabric-under-100/,/marketplace/trousers-fabric-under-100/,KEEP as supporting note; parent hub owns the head term
/marketplace/dresses-fabric-100-150/,/marketplace/trousers-fabric-100-150/,weight,weight,moderate_overlap,dresses fabric 100 to 150 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/dresses-fabric-100-150/,/marketplace/trousers-fabric-100-150/,KEEP as supporting note; parent hub owns the head term
/marketplace/dresses-fabric-150-200/,/marketplace/suits-fabric-150-200/,weight,weight,moderate_overlap,dresses fabric 150 to 200 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/dresses-fabric-150-200/,/marketplace/suits-fabric-150-200/,KEEP as supporting note; parent hub owns the head term
/marketplace/dresses-fabric-200-280/,/marketplace/suits-fabric-200-280/,weight,weight,moderate_overlap,dresses fabric 200 to 280 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/dresses-fabric-200-280/,/marketplace/suits-fabric-200-280/,KEEP as supporting note; parent hub owns the head term
/marketplace/dresses-fabric-280-400/,/marketplace/trousers-fabric-280-400/,weight,weight,moderate_overlap,dresses fabric 280 to 400 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/dresses-fabric-280-400/,/marketplace/trousers-fabric-280-400/,KEEP as supporting note; parent hub owns the head term
/marketplace/dresses-fabric-over-400/,/marketplace/trousers-fabric-over-400/,weight,weight,moderate_overlap,dresses fabric over 400 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/dresses-fabric-over-400/,/marketplace/trousers-fabric-over-400/,KEEP as supporting note; parent hub owns the head term
/marketplace/trousers-fabric-under-100/,/marketplace/suits-fabric-under-100/,weight,weight,moderate_overlap,trousers fabric under 100 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/trousers-fabric-under-100/,/marketplace/suits-fabric-under-100/,KEEP as supporting note; parent hub owns the head term
/marketplace/trousers-fabric-100-150/,/marketplace/suits-fabric-100-150/,weight,weight,moderate_overlap,trousers fabric 100 to 150 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/trousers-fabric-100-150/,/marketplace/suits-fabric-100-150/,KEEP as supporting note; parent hub owns the head term
/marketplace/trousers-fabric-150-200/,/marketplace/suits-fabric-150-200/,weight,weight,moderate_overlap,trousers fabric 150 to 200 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/trousers-fabric-150-200/,/marketplace/suits-fabric-150-200/,KEEP as supporting note; parent hub owns the head term
/marketplace/trousers-fabric-200-280/,/marketplace/suits-fabric-200-280/,weight,weight,moderate_overlap,trousers fabric 200 to 280 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/trousers-fabric-200-280/,/marketplace/suits-fabric-200-280/,KEEP as supporting note; parent hub owns the head term
/marketplace/trousers-fabric-280-400/,/marketplace/coats-fabric-280-400/,weight,weight,moderate_overlap,trousers fabric 280 to 400 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/trousers-fabric-280-400/,/marketplace/coats-fabric-280-400/,KEEP as supporting note; parent hub owns the head term
/marketplace/trousers-fabric-over-400/,/marketplace/suits-fabric-over-400/,weight,weight,moderate_overlap,trousers fabric over 400 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/trousers-fabric-over-400/,/marketplace/suits-fabric-over-400/,KEEP as supporting note; parent hub owns the head term
/marketplace/jackets-fabric-under-100/,/marketplace/jackets-fabric-150-200/,weight,weight,moderate_overlap,jackets fabric under 100 gsm,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/jackets-fabric-under-100/,/marketplace/jackets-fabric-150-200/,KEEP as supporting note; parent hub owns the head term
